script,grapheme,unicode,ӏPA,comment,source,omniglot
Lak,а,U+0430,a,,"Wolfgang Schulze, The Lak Language — Лакку маз. A Quick Reference, 1955",https://www.omniglot.com/writing/lak.htm
Lak,аь,U+0430 U+044C,aˁ,,"Wolfgang Schulze, The Lak Language — Лакку маз. A Quick Reference, 1956",https://www.omniglot.com/writing/lak.htm
Lak,б,U+0431,b,,"Wolfgang Schulze, The Lak Language — Лакку маз. A Quick Reference, 1957",https://www.omniglot.com/writing/lak.htm
Lak,в,U+0432,w,,"Wolfgang Schulze, The Lak Language — Лакку маз. A Quick Reference, 1958",https://www.omniglot.com/writing/lak.htm
Lak,г,U+0433,g,,"Wolfgang Schulze, The Lak Language — Лакку маз. A Quick Reference, 1959",https://www.omniglot.com/writing/lak.htm
Lak,гъ,U+0433 U+044A,ʁ,,"Wolfgang Schulze, The Lak Language — Лакку маз. A Quick Reference, 1960",https://www.omniglot.com/writing/lak.htm
Lak,гь,U+0433 U+044C,h,,"Wolfgang Schulze, The Lak Language — Лакку маз. A Quick Reference, 1961",https://www.omniglot.com/writing/lak.htm
Lak,д,U+0434,d,,"Wolfgang Schulze, The Lak Language — Лакку маз. A Quick Reference, 1962",https://www.omniglot.com/writing/lak.htm
Lak,е,U+0435,e,,"Wolfgang Schulze, The Lak Language — Лакку маз. A Quick Reference, 1963",https://www.omniglot.com/writing/lak.htm
Lak,ё,U+0451,,,"Wolfgang Schulze, The Lak Language — Лакку маз. A Quick Reference, 1964",https://www.omniglot.com/writing/lak.htm
Lak,ж,U+0436,ʒ,,"Wolfgang Schulze, The Lak Language — Лакку маз. A Quick Reference, 1965",https://www.omniglot.com/writing/lak.htm
Lak,з,U+0437,z,,"Wolfgang Schulze, The Lak Language — Лакку маз. A Quick Reference, 1966",https://www.omniglot.com/writing/lak.htm
Lak,и,U+0438,i,,"Wolfgang Schulze, The Lak Language — Лакку маз. A Quick Reference, 1967",https://www.omniglot.com/writing/lak.htm
Lak,и,U+0438,iˁ,,"Wolfgang Schulze, The Lak Language — Лакку маз. A Quick Reference, 1968",https://www.omniglot.com/writing/lak.htm
Lak,к,U+043A,k,,"Wolfgang Schulze, The Lak Language — Лакку маз. A Quick Reference, 1969",https://www.omniglot.com/writing/lak.htm
Lak,кӀ,U+043A U+04C0,kʼ,,"Wolfgang Schulze, The Lak Language — Лакку маз. A Quick Reference, 1970",https://www.omniglot.com/writing/lak.htm
Lak,кк,U+043A U+043A,kː,,"Wolfgang Schulze, The Lak Language — Лакку маз. A Quick Reference, 1971",https://www.omniglot.com/writing/lak.htm
Lak,къ,U+043A U+044A,qː,,"Wolfgang Schulze, The Lak Language — Лакку маз. A Quick Reference, 1972",https://www.omniglot.com/writing/lak.htm
Lak,кь,U+043A U+044C,qʼ,,"Wolfgang Schulze, The Lak Language — Лакку маз. A Quick Reference, 1973",https://www.omniglot.com/writing/lak.htm
Lak,л,U+043B,l,,"Wolfgang Schulze, The Lak Language — Лакку маз. A Quick Reference, 1974",https://www.omniglot.com/writing/lak.htm
Lak,м,U+043C,m,,"Wolfgang Schulze, The Lak Language — Лакку маз. A Quick Reference, 1975",https://www.omniglot.com/writing/lak.htm
Lak,н,U+043D,n,,"Wolfgang Schulze, The Lak Language — Лакку маз. A Quick Reference, 1976",https://www.omniglot.com/writing/lak.htm
Lak,о,U+043E,o,,"Wolfgang Schulze, The Lak Language — Лакку маз. A Quick Reference, 1977",https://www.omniglot.com/writing/lak.htm
Lak,оь,U+043E U+044C,oˁ,,"Wolfgang Schulze, The Lak Language — Лакку маз. A Quick Reference, 1978",https://www.omniglot.com/writing/lak.htm
Lak,п,U+043F,p,,"Wolfgang Schulze, The Lak Language — Лакку маз. A Quick Reference, 1979",https://www.omniglot.com/writing/lak.htm
Lak,пӀ,U+043F U+04C0,pʼ,,"Wolfgang Schulze, The Lak Language — Лакку маз. A Quick Reference, 1980",https://www.omniglot.com/writing/lak.htm
Lak,пп,U+043F U+043F,pː,,"Wolfgang Schulze, The Lak Language — Лакку маз. A Quick Reference, 1981",https://www.omniglot.com/writing/lak.htm
,р,U+0440,r,,"Wolfgang Schulze, The Lak Language — Лакку маз. A Quick Reference, 1982",https://www.omniglot.com/writing/lak.htm
Lak,с,U+0441,s,,"Wolfgang Schulze, The Lak Language — Лакку маз. A Quick Reference, 1983",https://www.omniglot.com/writing/lak.htm
