script,grapheme,IPA,comment,source,omniglot
Avar,Е,je,,Мадиева 1967: 257.,http://www.omniglot.com/writing/avar.htm
Avar,Ё,jo,,Мадиева 1967: 257.,http://www.omniglot.com/writing/avar.htm
Avar,Ж,z,,Мадиева 1967: 257.,http://www.omniglot.com/writing/avar.htm
Avar,З,ð,,Мадиева 1967: 257.,http://www.omniglot.com/writing/avar.htm
Avar,И,i,,Мадиева 1967: 257.,http://www.omniglot.com/writing/avar.htm
Avar,Й,j,,Мадиева 1967: 257.,http://www.omniglot.com/writing/avar.htm
Avar,К,kʰ,,Мадиева 1967: 257.,http://www.omniglot.com/writing/avar.htm
Avar,Кк,kʰː,doubtful,Мадиева 1967: 257.,http://www.omniglot.com/writing/avar.htm
Avar,Къ,qχʼ,,Мадиева 1967: 257.,http://www.omniglot.com/writing/avar.htm
Avar,Кь,tɬːʼ,,Мадиева 1967: 257.,http://www.omniglot.com/writing/avar.htm
Avar,Кӏ,kʼ,,Мадиева 1967: 257.,http://www.omniglot.com/writing/avar.htm
Avar,Кӏкӏ,kːʼ,doubtful,Мадиева 1967: 257.,http://www.omniglot.com/writing/avar.htm
Avar,Л,l,,Мадиева 1967: 257.,http://www.omniglot.com/writing/avar.htm
Avar,Лӏ,tɬʰː,doubtful,Мадиева 1967: 257.,http://www.omniglot.com/writing/avar.htm
Avar,Лъ,ɬ,,Мадиева 1967: 257.,http://www.omniglot.com/writing/avar.htm
Avar,Лълъ,ɬː,doubtful,Мадиева 1967: 257.,http://www.omniglot.com/writing/avar.htm
Avar,М,m,,Мадиева 1967: 257.,http://www.omniglot.com/writing/avar.htm
Avar,Н,n,,Мадиева 1967: 257.,http://www.omniglot.com/writing/avar.htm
Avar,О,o,,Мадиева 1967: 257.,http://www.omniglot.com/writing/avar.htm
Avar,П,p,,Мадиева 1967: 257.,http://www.omniglot.com/writing/avar.htm
Avar,Р,r,,Мадиева 1967: 257.,http://www.omniglot.com/writing/avar.htm
Avar,С,s,,Мадиева 1967: 257.,http://www.omniglot.com/writing/avar.htm
Avar,Сс,sː,doubtful,Мадиева 1967: 257.,http://www.omniglot.com/writing/avar.htm
Avar,Т,tʰ,,Мадиева 1967: 257.,http://www.omniglot.com/writing/avar.htm
Avar,Тӏ,tʼ,,Мадиева 1967: 257.,http://www.omniglot.com/writing/avar.htm
Avar,У,u,,Мадиева 1967: 257.,http://www.omniglot.com/writing/avar.htm
Avar,Ф,f,,Мадиева 1967: 257.,http://www.omniglot.com/writing/avar.htm
Avar,Х,χ,,Мадиева 1967: 257.,http://www.omniglot.com/writing/avar.htm
Avar,Хх,χː,doubtful,Мадиева 1967: 257.,http://www.omniglot.com/writing/avar.htm
Avar,Хъ,qχʰ,,Мадиева 1967: 257.,http://www.omniglot.com/writing/avar.htm
Avar,Хь,x,,Мадиева 1967: 257.,http://www.omniglot.com/writing/avar.htm
Avar,Хьхь,xː,doubtful,Мадиева 1967: 257.,http://www.omniglot.com/writing/avar.htm
Avar,Хӏ,ħ,,Мадиева 1967: 257.,http://www.omniglot.com/writing/avar.htm
Avar,Ц,tsʰ,,Мадиева 1967: 257.,http://www.omniglot.com/writing/avar.htm
Avar,Цц,tsʰː,doubtful,Мадиева 1967: 257.,http://www.omniglot.com/writing/avar.htm
Avar,Цӏ,tsʼ,,Мадиева 1967: 257.,http://www.omniglot.com/writing/avar.htm
Avar,Цӏцӏ,tsːʼ,doubtful,Мадиева 1967: 257., http://www.omniglot.com/writing/avar.htm 
Avar,Ч,tʃ,,Мадиева 1967: 257.,http://www.omniglot.com/writing/avar.htm
Avar,Чч,tʃː,doubtful,Мадиева 1967: 257., http://www.omniglot.com/writing/avar.htm 
Avar,Чӏ,tʃʼ,,Мадиева 1967: 257.,http://www.omniglot.com/writing/avar.htm
Avar,Чӏчӏ,tʃːʼ,doubtful,Мадиева 1967: 257., http://www.omniglot.com/writing/avar.htm 
