script,grapheme,unicode,IPA,comment,source,omniglot
Adyghe,ё,U+0451,jo,,G. Hewitt (2005) North West Caucasian. In Lingua 115. 1-2. p. 98-100.,https://www.omniglot.com/writing/adyghe.htm
Adyghe,ж,U+0436,ʒ,,G. Hewitt (2005) North West Caucasian. In Lingua 115. 1-2. p. 98-100.,https://www.omniglot.com/writing/adyghe.htm
Adyghe,жъ,U+0436 U+044A,ʐ,,G. Hewitt (2005) North West Caucasian. In Lingua 115. 1-2. p. 98-100.,https://www.omniglot.com/writing/adyghe.htm
Adyghe,жъу,U+0436 U+044A U+0443,ʒʷ,,G. Hewitt (2005) North West Caucasian. In Lingua 115. 1-2. p. 98-100.,https://www.omniglot.com/writing/adyghe.htm
Adyghe,жь,U+0436 U+044C,ʑ,,G. Hewitt (2005) North West Caucasian. In Lingua 115. 1-2. p. 98-100.,https://www.omniglot.com/writing/adyghe.htm
Adyghe,з,U+0437,z,,G. Hewitt (2005) North West Caucasian. In Lingua 115. 1-2. p. 98-100.,https://www.omniglot.com/writing/adyghe.htm
Adyghe,и,U+0438,əj,,G. Hewitt (2005) North West Caucasian. In Lingua 115. 1-2. p. 98-100.,https://www.omniglot.com/writing/adyghe.htm
Adyghe,и,U+0438,jə,,G. Hewitt (2005) North West Caucasian. In Lingua 115. 1-2. p. 98-100.,https://www.omniglot.com/writing/adyghe.htm
Adyghe,й,U+0439,j,,G. Hewitt (2005) North West Caucasian. In Lingua 115. 1-2. p. 98-100.,https://www.omniglot.com/writing/adyghe.htm
Adyghe,к,U+043A,k,,G. Hewitt (2005) North West Caucasian. In Lingua 115. 1-2. p. 98-100.,https://www.omniglot.com/writing/adyghe.htm
Adyghe,ку,U+043A U+0443,kʷ,,G. Hewitt (2005) North West Caucasian. In Lingua 115. 1-2. p. 98-100.,https://www.omniglot.com/writing/adyghe.htm
Adyghe,къ,U+043A U+044A,q,,G. Hewitt (2005) North West Caucasian. In Lingua 115. 1-2. p. 98-100.,https://www.omniglot.com/writing/adyghe.htm
Adyghe,къу,U+043A U+044A U+0443,qʷ,,G. Hewitt (2005) North West Caucasian. In Lingua 115. 1-2. p. 98-100.,https://www.omniglot.com/writing/adyghe.htm
Adyghe,кӏ,U+043A U+04CF,kʼ,,G. Hewitt (2005) North West Caucasian. In Lingua 115. 1-2. p. 98-100.,https://www.omniglot.com/writing/adyghe.htm
Adyghe,кӏ,U+043A U+04CF,tʃʼ,,G. Hewitt (2005) North West Caucasian. In Lingua 115. 1-2. p. 98-100.,https://www.omniglot.com/writing/adyghe.htm
Adyghe,кӏу,U+043A U+04CF U+0443,kʼʷ,,G. Hewitt (2005) North West Caucasian. In Lingua 115. 1-2. p. 98-100.,https://www.omniglot.com/writing/adyghe.htm
Adyghe,л,U+043B,l,,G. Hewitt (2005) North West Caucasian. In Lingua 115. 1-2. p. 98-100.,https://www.omniglot.com/writing/adyghe.htm
Adyghe,л,U+043B,ɮ,,G. Hewitt (2005) North West Caucasian. In Lingua 115. 1-2. p. 98-100.,https://www.omniglot.com/writing/adyghe.htm
Adyghe,лъ,U+043B U+044A,ł,,G. Hewitt (2005) North West Caucasian. In Lingua 115. 1-2. p. 98-100.,https://www.omniglot.com/writing/adyghe.htm
Adyghe,лӏ,U+043B U+04CF,ɬʼ,,G. Hewitt (2005) North West Caucasian. In Lingua 115. 1-2. p. 98-100.,https://www.omniglot.com/writing/adyghe.htm
Adyghe,м,U+043C,m,,G. Hewitt (2005) North West Caucasian. In Lingua 115. 1-2. p. 98-100.,https://www.omniglot.com/writing/adyghe.htm
Adyghe,н,U+043D,n,,G. Hewitt (2005) North West Caucasian. In Lingua 115. 1-2. p. 98-100.,https://www.omniglot.com/writing/adyghe.htm
Adyghe,о,U+043E,aw,,G. Hewitt (2005) North West Caucasian. In Lingua 115. 1-2. p. 98-100.,https://www.omniglot.com/writing/adyghe.htm
Adyghe,о,U+043E,wa,,G. Hewitt (2005) North West Caucasian. In Lingua 115. 1-2. p. 98-100.,https://www.omniglot.com/writing/adyghe.htm
Adyghe,п,U+043F,p,,G. Hewitt (2005) North West Caucasian. In Lingua 115. 1-2. p. 98-100.,https://www.omniglot.com/writing/adyghe.htm
Adyghe,пӏ,U+043F U+04CF,pʼ,,G. Hewitt (2005) North West Caucasian. In Lingua 115. 1-2. p. 98-100.,https://www.omniglot.com/writing/adyghe.htm
Adyghe,пӏу,U+043F U+04CF U+0443,pʼʷ,,G. Hewitt (2005) North West Caucasian. In Lingua 115. 1-2. p. 98-100.,https://www.omniglot.com/writing/adyghe.htm
Adyghe,р,U+0440,r,,G. Hewitt (2005) North West Caucasian. In Lingua 115. 1-2. p. 98-100.,https://www.omniglot.com/writing/adyghe.htm
Adyghe,с,U+0441,s,,G. Hewitt (2005) North West Caucasian. In Lingua 115. 1-2. p. 98-100.,https://www.omniglot.com/writing/adyghe.htm
Adyghe,т,U+0442,t,,G. Hewitt (2005) North West Caucasian. In Lingua 115. 1-2. p. 98-100.,https://www.omniglot.com/writing/adyghe.htm
Adyghe,тӏ,U+0442 U+04CF,tʼ,,G. Hewitt (2005) North West Caucasian. In Lingua 115. 1-2. p. 98-100.,https://www.omniglot.com/writing/adyghe.htm
Adyghe,тӏу,U+0442 U+04CF U+0443,tʷʼ,,G. Hewitt (2005) North West Caucasian. In Lingua 115. 1-2. p. 98-100.,https://www.omniglot.com/writing/adyghe.htm
Adyghe,у,U+0443,wə,,G. Hewitt (2005) North West Caucasian. In Lingua 115. 1-2. p. 98-100.,https://www.omniglot.com/writing/adyghe.htm
Adyghe,у,U+0443,əw,,G. Hewitt (2005) North West Caucasian. In Lingua 115. 1-2. p. 98-100.,https://www.omniglot.com/writing/adyghe.htm
Adyghe,ф,U+0444,f,,G. Hewitt (2005) North West Caucasian. In Lingua 115. 1-2. p. 98-100.,https://www.omniglot.com/writing/adyghe.htm
Adyghe,х,U+0445,x,,G. Hewitt (2005) North West Caucasian. In Lingua 115. 1-2. p. 98-100.,https://www.omniglot.com/writing/adyghe.htm
Adyghe,хъ,U+0445 U+044A,χ,,G. Hewitt (2005) North West Caucasian. In Lingua 115. 1-2. p. 98-100.,https://www.omniglot.com/writing/adyghe.htm
Adyghe,хъу,U+0445 U+044A U+0443,χʷ,,G. Hewitt (2005) North West Caucasian. In Lingua 115. 1-2. p. 98-100.,https://www.omniglot.com/writing/adyghe.htm
Adyghe,хь,U+0445 U+044C,ħ,,G. Hewitt (2005) North West Caucasian. In Lingua 115. 1-2. p. 98-100.,https://www.omniglot.com/writing/adyghe.htm
Adyghe,ц,U+0446,ts,,G. Hewitt (2005) North West Caucasian. In Lingua 115. 1-2. p. 98-100.,https://www.omniglot.com/writing/adyghe.htm
Adyghe,цу,U+0446 U+0443,tsʷ,,G. Hewitt (2005) North West Caucasian. In Lingua 115. 1-2. p. 98-100.,https://www.omniglot.com/writing/adyghe.htm
Adyghe,цӏ,U+0446 U+04CF,tsʼ,,G. Hewitt (2005) North West Caucasian. In Lingua 115. 1-2. p. 98-100.,https://www.omniglot.com/writing/adyghe.htm
Adyghe,ч,U+0447,tʃ,,G. Hewitt (2005) North West Caucasian. In Lingua 115. 1-2. p. 98-100.,https://www.omniglot.com/writing/adyghe.htm
Adyghe,чъ,U+0447 U+044A,tʂ’,,G. Hewitt (2005) North West Caucasian. In Lingua 115. 1-2. p. 98-100.,https://www.omniglot.com/writing/adyghe.htm
Adyghe,чӏ,U+0447 U+04CF,tʂ,,G. Hewitt (2005) North West Caucasian. In Lingua 115. 1-2. p. 98-100.,https://www.omniglot.com/writing/adyghe.htm
Adyghe,ш,U+0448,ʃ,,G. Hewitt (2005) North West Caucasian. In Lingua 115. 1-2. p. 98-100.,https://www.omniglot.com/writing/adyghe.htm
Adyghe,шъ,U+0448 U+044A,ʂ,,G. Hewitt (2005) North West Caucasian. In Lingua 115. 1-2. p. 98-100.,https://www.omniglot.com/writing/adyghe.htm
Adyghe,шъу,U+0448 U+044A U+0443,ʃʷ,,G. Hewitt (2005) North West Caucasian. In Lingua 115. 1-2. p. 98-100.,https://www.omniglot.com/writing/adyghe.htm
Adyghe,шӏ,U+0448 U+04CF,ʃʼ,,G. Hewitt (2005) North West Caucasian. In Lingua 115. 1-2. p. 98-100.,https://www.omniglot.com/writing/adyghe.htm
Adyghe,шӏу,U+0448 U+04CF U+0443,ʃʼʷ,,G. Hewitt (2005) North West Caucasian. In Lingua 115. 1-2. p. 98-100.,https://www.omniglot.com/writing/adyghe.htm
Adyghe,щ,U+0449,ɕ,,G. Hewitt (2005) North West Caucasian. In Lingua 115. 1-2. p. 98-100.,https://www.omniglot.com/writing/adyghe.htm
Adyghe,ъ,U+044A,″,,G. Hewitt (2005) North West Caucasian. In Lingua 115. 1-2. p. 98-100.,https://www.omniglot.com/writing/adyghe.htm
Adyghe,ы,U+044B,ə,,G. Hewitt (2005) North West Caucasian. In Lingua 115. 1-2. p. 98-100.,https://www.omniglot.com/writing/adyghe.htm
Adyghe,ь,U+044C,′,,G. Hewitt (2005) North West Caucasian. In Lingua 115. 1-2. p. 98-100.,https://www.omniglot.com/writing/adyghe.htm
Adyghe,э,U+044D,a,,G. Hewitt (2005) North West Caucasian. In Lingua 115. 1-2. p. 98-100.,https://www.omniglot.com/writing/adyghe.htm
Adyghe,ю,U+044E,ju,,G. Hewitt (2005) North West Caucasian. In Lingua 115. 1-2. p. 98-100.,https://www.omniglot.com/writing/adyghe.htm
Adyghe,я,U+044F,ja:,,G. Hewitt (2005) North West Caucasian. In Lingua 115. 1-2. p. 98-100.,https://www.omniglot.com/writing/adyghe.htm
Adyghe,ӏ,U+04CF,ʔ,,G. Hewitt (2005) North West Caucasian. In Lingua 115. 1-2. p. 98-100.,https://www.omniglot.com/writing/adyghe.htm
Adyghe,ӏу,U+04CF U+0443,ʔʷ,,G. Hewitt (2005) North West Caucasian. In Lingua 115. 1-2. p. 98-100.,https://www.omniglot.com/writing/adyghe.htm
